90001625936150;90001616371181,90000257258960,90000257258760,5201802240,90001130861340,90000257258960,90000455363331;90001772190070,90001772393030,6286481,90000372656420;114027431,114027421,114027410,114027431,114027450,114026330;90001817684241,90001817747060,90001818024300,90001817684241,6154480;
90001820862930;90001628286430,5012011631,90001628107401,90001388073560,90001628107401,632935070,90001818978350;90001067914321,90001067914321,90001067914401,90001067770060;633451060,90000829012090,90000975514470;90000286343841,90000286412121,6301230,90000286343841;
90000268318310;90001813532461,4421740,90000252865941,90001926051120,4421740,4421720,4421711;90001815757651,90001816103810,90001815129030,90001815757651;622378191,90001725316920;90001813025730,90001812809230,90001813025730,90001813198941,90001812934130,90001813437621;
90000252018200;6067435670,90002002460291,6884530,6863460,6863480;1090427410,1090427421,430243491,430243500,1090427410;6342080,90001816151801,90001727246040;90000310793741,90000311000850,90000810804200,126348031;
90001434850711;6809470,422362430,5688510,422362430,422362470,422362461;90001817994641,90001818190400,90001817994641,90001816818910,90001816818951;90001409813180,1116134220;90001814613571,90001815016080,90001814613571;
646793790;6071646320,5021647320,6081645021,6071646320;746644291,3720001,90001077322410,90001077411791;90002002739120,6057358030,90002002348731,6107359111,6107359111,6017343750,5097339771;679997161,679997150,836174800,679997171,679997150,679997180;
90001815610831;1116134731,1116134720,1116134720,1116127240,1045969991;677425510,677425030,677425051,1125052570,677425051;90001818077740,90001818077740,90001818161300;90001817480530,90001817474841,90001816912250,90001817480530;
331424591;90000001198761,90001842687790,90001842687790,90001843074231,90001843593180;433326080,766488161,433326030,433326080;90001936329891,90001936182610,90001936389430,90001814350431,90001936389430;433236630,433236641,433236641,433236621;
633446410;90000258979681,90000259074480,90000259074480,90000259220841,90000259073680;90001427648480,90001428482701,90001428482701,90001819273561;400404421,400404380,6845620;90001820681370,90001820074181,90001820681370;
90001200769620;1106130081,404287311,404287270,90000262918210,4160570,333169640;5447510,5447521,5447551,5447521,5447480,5433151;90001800112051,90001799491650,90001799682091,90001799682050,90001799491650;90001134430581,90000272947510,90000272819690,90000272811370,90000272819690;
90001647098931;717604681,90001812900030,90000351870431,90000351870431,90000863973060;748039170,6731280;90001437279601,90001437576530,90001437576530,1089428531,1089428520,1089428540;90001823408900,90000265245531,90000265323290,90001823967041,90001823408900,90001823226511;
90000677883350;5545621,5545650,5577291,5545621,6291451,6291370;90000257208700,90000674161130,90001819578431,90000674161130,90001819578471;90001814964040,90001814678430,90001815322141,90001814964040,90001814934180,90001815112461;6360051,6221131,735077400,6360051,6360071,6360060;
90001817844891;90001814110270,90001059079611,90001059079690,90001814110270,90001059134381,90001058887670;90001824038761,90001823782560,4494920,735177501,90001823782560;5467510,5467501,5467490,5467510,5467471,5467480;90000258152130,90000257774250,90000257910251,341673330,90001430004820,90000257677091,90000257774250;
128550141;1009090401,1009090360,1009090381,1009090381,1009090411,1009090540;90001805699021,90000897107970,90000897107970,90000897330121;195711361,5808961;90001675388301,90001675330170,90001813007950,90001814247661,90001675388301;
6354231;90001262943070,6864101,90001263224860,90001263079931,90001262943070;6061823361,5051820460,5061834171,5041818831,5061834171;90001818451801,90001818956940,90001818628910,90001818451801,90001818628870,90001818721430;90000306819230,5434661,5434640,90000306819230;
1008901590;90000312589820,877577501,877577510;6918530,6804811,6918480,6804830,6821011;90001819961190,90001820149591,90001820646941,90001819771071,90001819581870,90001820149591;90000287378070,90000287378270,90000287378231,90000287378070,90000287247571;
90000231741881;90001227832300,90000253759091,90000253673310,90001818644161,90000253759091;90001323780520,5882470;6949550,90001260036140,90001260252121,90001260036140;128577691,128577720,128577660,128577700,128577691;
90001817078960;6368081,6367981,90001814625220,322459350,6368071,6368081;6079550,6079451,90001817270091,6079410,6079410,90002024304770,6079600;6364761,6234900,6234900,6344860,657090720,6234881;132482421,126347881,126347830;
90000841526410;90000847406290,90000847365850,90000847267811,90000847406290;90000575134200,90000574998111,90000575134190,90000575134231,90000575134200;735000170,735000181,735000170,90000261095620,90000261095501;175337741,90001484338171;
5421991;6919140,5104159140,1121384311,6746671,6919140;90001824183810,5082085140,90001802610841;90000574934500,90001637649801,5001981440,90001637649801,90001638243230;90001377809160,90001435393021,90001377809160,90001377809240;
90001813984461;90001816105391,90001815566310,90001816105391,90001815956601;320930640,90001820466760,90001820655521;90000245772511,90001375399611,90000245610530,90000245860390,90001375550010,90001375399611,90001375529420;633451960,633451971,633451971,633451891,633451950;
6170841;6373101,6314570;6265601,90001483818451,6304701;677420430,677420710,677420721,677420731,90000260510240,677420430;90001211608231,90001211800101,3564481;
90001819463311;6799621,6799591,126348000,6799630,6799621,6799650;633449970,633449890,633449981,633449901,633449981,633450020;90001626601380,6297831,90000263556470,90001626601421,90001626601380;90001900424220,5928171,5703001,5928180,6918681,5928171;
333169090;90001942291751,90001942522880,622377760,90001942522880;835198750,630260951,630260951,835198780,90001818233641;90000285640701,90000285490460,90000285710060,90000285640701;90001211676120,90001211743481,90001262852151,90001262909030,90001262852151,90001263045130;
657090410;90001210199790,90001210377911,90001210199751;6795100,6744081,6795100,6851351;90001431796300,90001432333351,90001432333351,6917030,6917061,6917021;90001819462681,90001819327931,90001820192410,90001820192410,90001820530131,90001819929731;
90000257576570;320929951,6319781,6319820;90000890825770,90000890537871,90000890537871,90001560774420;760905521,760905511,760905500,760905521,760905530;90000922233540,90000922123561,5093141,5093141,90000248994190;
132482510;134740631,551269431;90001616624041,6072969980,90001616463610,6011755870,90001692675801,6072969980;90001277138250,90001824007561,6088500,6088560,90001277040601,6088480,90001823823611,6088560;90001609355140,90000255344831,90000452724510;
90000688811451;6314340,320930450,90001812873351,90001813328810;90000886154440,90000886026350,3939621,3939680,3939710;90000815130170,90000815182041,90000815130170,90000815182081;90001824201420,90001823310551,90001823169130,90001823310551,90001823678900,90001823475580;
627652510;6823830,90000284287461,6629500,6629530;433162370,835198831,433162381,835198800,835198840,835198831;90001816027410,90001815399251,90001815855720,155945511,90001815689970,155945491,90001815399251;90000287510691,90000287444850,90000287331121;
5201825610;90000627872910,90000626330891,90000627918400,90000627872910,90000627918471;5400741,757530310,1013089670,176322301,5400741,6234910,6270331,6234811;258763520,258763481,90001432372071;6249951,90001824255251,6204190,90001830726040,6204190;
6221300;90000327233910,90000327153220,90000327231511,90000349550481,90000327097930;4647501,835200361,4647570,835200331,4647570,4647590;90001429155101,490459640,90001429633271,90001429155101,90001429155070;90000257165500,90000257165461,90000257237901,90000257165420,90000257165461,90000257315340;
90000579063091;90001740247481,6338811,6338840;90001211392490,90001211475810,803109871,90001211461700,803109801,90000259612620,803109871;90000593647831,90001143962920,90000593647831;1106128960,1106129151,1106129140,1106129151,1106129130,1106129100;
411720371;300162420,300162441,5608060,300162420;90001979703540,90001979879801,90001979778800,90001773770171,90001979778800;6920201,6920230,427634560,427634560,427634540,427634551;333174500,6081764611,6021728011,90001916473840,90001204420400,333174500;
90001439922661;90001208228741,90001208319550,90001208082660,90000310385821,90001208228741;90001817007840,90001816539950,90001816607191,90001816925801,90001817007840;7009711,7009240,7009761,7009270,7009221,7009240;129623361,126349420,90000572073331,5777300;
815190171;6632300,333314581;90001820845481,5086640,5061710,5061720,5061701,5061710;6032020411,6789760,6052029600,6002021731,6052029600,6042022951;6338770,6188990,877291180,90000309166261;
5041785330;1121384210,90001323873681,400403371;4071041,3662061,193619051;90000257311230,90000257266621,90000257266430,90000257311230,90000257139431,90000257374380;630260851,630260990,622377701,90001942195821;
90001436820701;329953851,329953911,329954260,329954210,329954241,329953911,329954010;877291211,134743331;90001277221470,90001277367981,90001277367740,90001277367781,90001277439971,90001277221470;90001618474520,90000310771000,3994090,156043660;
3618310;90001822241421,90001821511550,90001821610591,90001681360740,90001277097011,90001821511550;90000847367210,90000847367051,90000847265931,90000847367051;1009091721,90001753057331,1009091700,90001432150110,1009091721;90000883426450,90000883551111,835198960,90000883426450,90000001109991;
851590741;90000285710060,90001813577611,1125054550,90001814179380,90001813297611,90001813577611;749534430,749534641,749534630,749534660,749534630,749534481,749534651;5588511,5588531,5560970,6273690,5588460,1027897211,5588511;5736550,735070670,129624720;
90000310872321;1090427140,1090427170,90001637852091,1090427140;90001822077631,90001821985310,90000286355060,90000286355060,90000468371251;90000398583631,90001435092930,90000398624991,90000398583631,90000398625030,90000398582011;90001817626580,90001691728130;
90001819014980;90001823014391,90002014858500,90001823007770,90001214058020,90001823014391;90001154523681,90001154523720,90001154560050,90001154523681,4047510;90001823409791,90001799053911,90001799394850,90001799394850,4410091;5453250,5453260,5453260,5467011,5453240;
1125051750;90001817382191,90001818427820,90001817543991,90001818249400,90001817543991,90001818701380;6153590,90001818902961,90001821134850,6153840,90001818932851,90001818870020,90001818902961,90001821033940;90001819313770,90001819133991,90001819313690,90001819313770,90001818889631,90001819220531;322347820,322347511,90001627106490,90001627323991,90001627106490;
90000256140461;90002002896131,6047387791,90002002887000,90002002887000,90000242392320;90001820735061,90001820149550,90001820646821,90001819771150,90001720667981,90001819771150;90001919105980,90001919572171,90001919195011,90001918680140,90001919572171,90001880546721;629831670,629831651,90000254766901;
3603611;90000398499131,490659270,499659590;90000688656810,491433020;5202041841,90001802920160,90001802477811,6032024651,90001802920160,90001802250711,90001802568540;6162950,6256420,90000286716741;
90000578017700;746642391,90001817373451,749890141;90001821608901,90001822077600,90001821715340,5031875991,90001822077600;90001815483891,90001816008010,622580170,90001815483811,5750070;433167600,90000288288531,90000255646201,433167600;
90001818450280;90001817201371,90001816637150,90001816782880,90001816637191,90001816782880,90001817910680,90001818106041;6272761,6341651,6271541;90001942195821,90001941961960,622377701,90001942195821;748036491,748037631,748037650,748036491,748037681,748037690;
1116127220;90001801803191,90001802046130,437945331,90001801803191;90001821202971,90001821346160,90001821113771,90001821202971,90001821044970;90000287514381,90000287416891,90000287481790,90000287481751,90000287481790;622581481,6845840,622581481,622581490;
6041846710;90000847725421,90001800349581,90001798986190;5416490,5416501,5634890,5416531,5416531,5416520,5416511;417632991,417632980,4525450,417633090,417633150,4525450;1090426980,1090426921,90001809410670,1090426980,1090426971;
6920300;90001685815521,90001685545720,5032717091,90001434848071,90001685815521;6319291,6368321;633410171,633411841,633411860,633411860,633410190,633411851;90000776995170,155885740,158121331;
1125057420;90000690679511,90000690593390,4506521,90002027098410,90000690679511;5577551,6139580,6139611,6291471,6291490,6139611;90000287331121,90000287444851,490458781;6793131,6706781,6706781,6706800,6793041;
90001211270790;90001463740800,90001210978161,90001463558601,90001210978161;90001819346820,90001857493971,90001820603331,90001819346820,859741071,90001723638480;411721131,657090451;490456120,6142821,320929820,5026335801;
90001819064670;90001817274581,90001817583940,90001815635421,90001817583940,90002002133911;90000907215031,90001429814460,90001429628940,90001428964271,90001429814460;5062732200,5012722311,5202732481,5022721980,5022721980,5102720521,6082722080,5202732471;90001820878530,90001293477031,90001293477031,90001293769260;
6380160;90001815624721,90001815016330,90001815624721;90001052808390,90001052627791,90001052747560,90001052808390;90001131028111,1125054831,90001131212350,90001131212350,1125054921,90000255925481;90000255645680,90001822559841,90001823301920,90001822649390,90001822559841;
90001076844541;90001817417260,90001817123141,90001813696830,90001814127511,90001814127511;90001859848391,90001859988811,90001859761270,677419700,90001859988811,677419460;90000261690410,90001077206081,746641150,4169871,90001077206320,746641150;1009091901,863666001,90000874341600,852807321,90001823760201;
90001812564980;90001823678900,90001824463891,90001824463891;90001822871001,90001823235160,90001823106991,90001823235160,90001822676630;5021839800,90001609806060,6081838400;735077231,735077010,735076961,735076961;
90000249010451;90001211734690,90001211830771,90001211791000,90001211604420,90001211790961,90001211734690;1089428380,1089428300,1089428331,1089428380,1089428371;90000311113461,490890140,193619071;90001816956251,90001818340491,6628991;
6249201;90001814962741,356361331,356361290,90001815414060,90001814962741,90001479967330;5703411,5703340,5703351,5703231,5703340,90002042918800;6179160,6178620,5637130;5448721,5448811;
90000229097541;90001077207490,90001077198241,90001077089790,90001077089790,90001077206081;734997651,734997651,734997671,90001819677790,90001819491550;90001817073011,90001817799610,90001818025060,90001818025060;90000260564820,90000260498461,90000265632041,90000260498461,90000265405500,90000260564980;
90001824114040;90001832383320,90001830800881,90001832682001,90001832383320;90000810570890,90000810596860,90000810596821,90000810570890;196098451,90001782935500,90001782770661;90000310731900,90000310673561,90000310738120,90000310673571,90000310673561;
1088590141;5625431,5448311,5448280,5448320,5448340,5448311;766487380,766487421,3662291,3665030;90001823208821,90001823939130,90001823395131,90001823939130,90001823939091,90001824038771;706100261,706100241;
90001197422580;155942751,90001823502500,433197911,155942741,433197911,433197930,433197790;90002003271981,90002002759150,90000857701201,90002003271981,90000857609360;90000825987241,90000825891910,90000283908810;6042005141,5102006701,5202018810,90001814509921,90001813895551,5202018810;
90001244531520;6289300,6289320;90002025438810,90001791930680,90001941804361,90001941804361,6106126330,90001941753240;90000000826220,90000000826121,90000000826161,90000000826220,90000000826261;90001819158830,90001819629481,90001819629440,90001819811301,90001819811301,90001819091390;
5010400;90001439032710,1009093661,1009093611,1009093620,1009093661;6091805150,6011805821,90001814914371,90001815728220,90001815371660;6292790,90001432639791,90001819565750,90001432820511,90001432639791;735070411,735070390,735070510,735070411,735070440,735070471;
1008955290;800767650,90001431682881,90001727617161,90001727617161,90001725435060;90001812859670,90001813931980,90001812853090,90001813507571,90001812852970,90001813666881,90001813931980;90001821072480,1012482761,90001821072480,90001821013101;6280101,90001693562550,6175200,90001693329330;
90001820555030;90001817823371,5777341,90001627407370,90001245308690;5432871,5432580,5432800,5432831,5432880,5432871,5432921;499564551,90001133877860,90000440909410,499564551,499564540;333168500,333168350,333168381,333168381,333168720,333168300;
5051834520;382518861,382519100,382519021,382518780,382519121,382519030,382519081,382519100;4647801,135075761,4994860,4647801,4647810;90001816857690,90001818524331,90001816857690,90001817055730;90000285973190,90000286042221,90000286042500,90000286108221,90000286042541,90000285896741,90000286042500;
90000258777761;333173251,333173310,333173260,333173260;748124181,748124070,748124160,748124121,748124070,748124130;90001376375640,90001916689360,328908500,90000253650411;6102304031,90001693367591,90001814788171,90000847469441,90000847464980;
90001822048131;433167520,433167531,90000288482991,433167520;646657021,90000799092911,633450160,90000799092920,90000799092911;90000287721590,90000287584991,90000288316331,90000288316331,90001821411890;6168070,5623781,6315611;
735072341;90001812255881,90001811983790,90001812230071,90001812230071;90001211765811,6167980,6306150,6273300,6167950,6273280;90001822499510,90001822665041,90001822849840,90001822849840,90001823125320,90001822655951;4465100,490655121,4591380;
1090428301;90001817994710,90001818860501,90001818510521,90001817994710,90001818700360;6847720,6819890,6847701,6847701,6847690,90000617831301;90000235550350,90000235702510,6283200,6298491;90000256516671,90000256517791,90000256420030,90000256517791,90000256420070,90000256418471;
90001814887090;5732830,5718940,90001275153130,329952441,5718940,5718791;6265600,90001483670560,6178571,6178580,6178571;90001816852451,90001817394930,90001816852451,90001818223610;5071852331,5071852320,5071852331,499658600;
90001801341240;90001207784760,860356940,90001207818971,4215891;333241790,90001687177111,333241801,333241801,333241780,90000265125050;93177730,93177770;90000327898790,4607610,4607471,90000327898790,90000327751481,1008955610;
622375570;90000255478910,90000255223770,90000255478791,90000255478910,5603811;1009096390,1009096361,6725260,1009096181,1009096381,1009096390;90000997330120,6174880,5453020,6174880;90001440108421,90001439317010,90001439922660,90001439446901,90001439317010;
90001133803170;90000286383681,90000286317140,90000286325201,90000286317140,90000286380881;90000252306050,90000252246171,90001823224711,90000252151171,90000252150930,90000252151131,90000252306050;90001723993170,90000328368581,422361300,90001724235571,90001626919320,748125670,90001724235571,90001626748400;204658490,6816881,6801740,6816881,90000257494351;
90002003775711;90001211700691,90001211366210,90001211525860,90001211700691;1090429981,1090429970,1090429981,1090429990,90000256893511;581598201,90001824214360,90001635819491;90001211385680,90002002350340,90000287217221;
491432950;90000286182921,90000286183160,90000286391050,90000286182921,90000286391131;90001814410010,90001813651870,90001814410051,6155531,90001814410051;6178811,6178831,6135950,6178811,5999831,6150310;4988720,90001819772750,782667061,90001819772750,90001820469221,90001820379700;
6165971;7008701,7008710,90001133773310,7008740;90001819352350,90001819606751,90001819606751,90001819421070,90001820056780;90001211171390,633326871,90001208303161,90001208303161,90001219269030,90001211201880;90001820915710,90001820842521,90001821006290,90001820831191,90001820915710,5640651,5640600,90001821006211;
5620091;5061967680,5021956641,6041953681,6101954340,5061967680;5641381,5641370,5640931,90001801244581,90001801637620,5641370;90001736753851,742668850,90001820366810,90001820547170,90001820366810,90001819476501;1008901171,1008900870,1008901250,1008901180,1008901151,5437440,1008900870;
90000000915340;90001438330761,90001811683871,90001812118151,90001812030070,90001811683871,90001812134240;90000245586670,90001801511941,90000618367081,90000245835991,90000245835991,90000245748830;90000847178541,90000847276420,90000847276381,90000847344900,90000847178541;90001957347910,90001958102221,5541920,90001957347910,5541781;
1106130070;1107031600,1107031650,1107031600,1107031620;649648661,90001145141441,649648680,90000328953450,90001145141441;6313701,90001819045271,5619230,5467081,141657030;90001175830631,538735261,155886990,4033130,90001175894320,90001821914590,90001175830631;
6163611;438227751,438227770,90001814661111,90001815411040,90001817531020,90001815136561,438227751;90002056489491,90002056715140,90002060675670,90002056489491;6081816080,6081830930,5021785640,90001096692631;5718191,5762011,6745370,90000000915351,5762000,5762011;
90001067914280;90000255500341,90000255645200,90000255500300,90000255500341;815189990,90001258159300,815190090,90001245186720;90001428872630,90001428788961,90001428791351,90001428788961,90001819345160;6002664260,6042667340,5102668070,5092666111,6002664260;
356361170;836175520,836174731,836175481,90001821307721,836175460,836175481,836175441;90001815217281,90001814791560,90001814691880,90001815217281,90001814646011;748035730,748035760,748035730;90001819725700,90001631362311,6011922961,5051914311,6021921700,5051914311;
90000286670620;90000256949950,90000468640311,90000468557140,90000256949950;90001211273511,90001211360191,90001211092470,90001211273511,90001211097401;90000841619890,90000841481090,90000841747771,90000841747771;5091908101,422371350,6041907370,5091908101,5031910410;
90000799163740;90000842000691,90000842113201,90000841864210,90000841908370,90000842113201;734998270,734998281,734998320,90001598931261,734998270;90000312494531,4939770,90001007401560,90000312494531;5834640,625941461,90001627512310,5809390;
90001586479240;90000842032250,90000842032211,90000842032250,90000841940891,90000842129450;90000249886301,90000249886780,90000250080901,90000250080380,90000249886861,90000249886780,90000249987421;6380191,6380180,6135590,6135600,90000256962480,6380191;90000841525891,132478130;
155887311;90000578653720,90000219814211,90000261317751,90001377726160;90001207922420,90001208015730,90001207995761,90001208015691,90001207922420,90001207995721;90001818084560,90001816297161,90000261824231,90001818084560;6314911,6240521,90001821619940;
1125052910;90001878226461,90000253582830,90000253583911,90000253583911,90001878054390,90001877587431;6774940,6790451,6806011,6790451,6790480,6790460;90001812412031,90001812412071,90001812255841,90001812340920,90001812502871,90001812412031;90000254701150,90000254701471,90000254886380,90000254949461,90000254701630,90000254701150;
90000254475621;5071988481,6041984910,1012482850;90001669867050,90001670424420;5400900,6327160,90000617059130;90000244578471,90000229091551,90000229091510,90000229091610,90000229173831,90001818951661,90000229091610;
5091789520;90000285776290,90000285693891,90000285775971,90000285693730,90001294495320,90000285775971;6235040,6234951,6234960,6234701,6234960,5525821;6304831,6170721,6170760;4953121,625942320,90001153549610,4953121,90001162200991,90001434652480;
90001691496090;90000259043581,90000257606460,90000257423020,90001776886050,90001777050530;783822861,783822850,783822861;90000287458570,90000287327720,90000287327641,90001819239971,90000287327520,90000287327641;90000310794611,90000311003170,90000310792420,90000311000881,90000310792420,90001263439601;
90001648661400;90000257248651,90000257237950,90000257315221,90000257248651,90000257482030;90001818474461,90001818464771,90001818565580,90001818464771,90001818173050;90001815931110,90001816178131,90001815931110,90001815554711,90001816264210;90001821201080,90001820397841,90001820822670,90001821201080;
90001378053770;90000001142910,90000001142851,445955661,90000001141891,90000001141851,90000001142910;6081788221,748121631,748121441;90001924107980,90001924143710,90001924142950,836174771,90001924107980;141903471,141903501,4277481;
90000251855660;90001941895351,90001942310980,90001823558361,90001941895351,90001942103760,90001823758800;135075610,4981101,4647681,4981071,135075610,128748721;6002760371,5032716400,5002721531,6062713790,5002721531;90000285694011,90000285911890,4607110,90000285911011,90000285694011,90000285843691,90000285912170;
90000250113310;90001998647990,5003890,5004200;90001208614900,90001207997551,631842051,90001210132591,631842070,90001207997551;90001822122861,90001821847740,90001822122861,90001131145250,90001130929151;90001823310851,90001823356560,90001823133351,90001806831371,90001823356560;
6367200;90001812032080,90001812173511,90001812542081,90001812642160,90001812173511;90000812816010,90001431846360,90000812815971,90001362897681,90000812852000,90000812816010,90000812766211;90000863920151,140954410,400946800,90001358368181,90001145697000,90001817177180,300504211;3618700,204655341,90001812688540,90001813053520,90001812790231,90001812688540;
90001434193320;748039701,748039690,748039061,748039701;364975830,364975730,364975801;4155500,141903451;90001811501151,90001811245710,90001810984631,90001811245710,90001811245671,90001811330470;
1008904380;90000583239500,90000583312071,90000571496871,90000583312071,90000571389530;6304711,6374680,300162741;90000816187700,90000816228871,90000816170251,90000816228871;6304961,5479170,649623761;
1125053090;6303941,6303930,6303950,5432480,6303941,6379810;90000256420090,90000256604971,629830740,90000252767101,629830740;90002029358920,90001818186761,90002029684131,90002029358920;748034541,748034500,748034350,748034461,748034371,748034500;
5391300;90000396865671,90001723252890,90000296979271;433167541,433167210,433167531,433167070;90001818907971,90001818255590,90001818340870,90001818486420,90001818908131,90001818255590;490654471,90001723535610,4651451;
90001378075940;90001820885111,90001820998880,90001439266111,90001438764960;6643551,6786111,90000882990960,5864141,174785401;90000816757561,90000816693220,90000816693181,90000816693141,90000816693220,90000816757550;90000257269051,90000257503210,90000257504051,90000257503930,90000257269051;
4047260;90001816479671,90001816633650,90001816633610,90001816479671,90000287573080,90000287634700;90000776769951,90000288610510,90000288483111,90000288610510;90000287792390,90000287477660,90000287477580;90001714185710,90001428352520,6368860,90001820865131,90001714703621,90001820197821,90001714515580;
90001799226950;333315010,735072891,735072881,735072891,735072900;333171360,333171371,333171381,90000256748951,333171571,333171360;4654260,622377950,5067101;6061940090,90001815688060,90001815771221;
782212851;5736381,132085621,400404370,400404340;90000285870511,90000285804370,90000285654211,90000285870511,90000285748730,90000285737290,90000285654131;382519080,382519031,382519120,382519101,382519120,382518750,382519141;782666931,782666920,782666961,782667130,782666920,4988741;
90001823362851;4980941,4980971,4980960,4570200,4980941,128748680;6851090,90001824705051,6659120,90001823273220,90001824705051,90001824704930;90001077429080,90001077270241,90001077361761,90001077429400,90001077270480,90001077429080;90001801369560,90001820061620,90001801167341,90001820061620,90001822913041,90001819982091;
