num:1, lenth:21653.000000, link:[90000228244291, 90001818205431, 90000219814211, 90000260791121, 5093000], Sequence:[-1, 0, 2, 1, 3] 
num:63, lenth:22759.000000, link:[851590741, 1125054550, 749534430, 5588511, 735070670], Sequence:[-1, 0, 2, 3, 1] 
num:64, lenth:15071.000000, link:[90000310872321, 90001637852091, 90000468371251, 90000398624991, 90001691728130], Sequence:[-1, 0, 2, 3, 1] 
num:65, lenth:21607.000000, link:[90001819014980, 90001823007770, 90001154523681, 90001799053911, 5453240], Sequence:[-1, 2, 0, 3, 1] 
num:66, lenth:31128.000000, link:[1125051750, 90001817382191, 90001821134850, 90001819133991, 322347820], Sequence:[-1, 0, 2, 3, 1] 
num:67, lenth:33818.000000, link:[90000256140461, 90002002896131, 90001820735061, 90001919105980, 629831651], Sequence:[-1, 0, 2, 3, 1] 
num:68, lenth:26416.000000, link:[3603611, 490659270, 90000688656810, 90001802477811, 6162950], Sequence:[-1, 2, 0, 1, 3] 
num:69, lenth:31542.000000, link:[90000578017700, 746642391, 90001821608901, 90001816008010, 433167600], Sequence:[-1, 2, 0, 1, 3] 
num:70, lenth:16779.000000, link:[90001818450280, 90001817910680, 6272761, 90001942195821, 748037631], Sequence:[-1, 2, 0, 1, 3] 
num:71, lenth:22017.000000, link:[1116127220, 437945331, 90001821113771, 90000287481751, 622581490], Sequence:[-1, 0, 2, 3, 1] 
num:72, lenth:17199.000000, link:[6041846710, 90000847725421, 5416511, 417632991, 90001809410670], Sequence:[-1, 0, 2, 1, 3] 
num:73, lenth:26307.000000, link:[6920300, 90001434848071, 6319291, 633411851, 90000776995170], Sequence:[-1, 2, 0, 1, 3] 
num:74, lenth:25601.000000, link:[1125057420, 4506521, 5577551, 90000287444851, 6793131], Sequence:[-1, 0, 2, 1, 3] 
num:75, lenth:23973.000000, link:[90001211270790, 90001463740800, 90001819346820, 411721131, 320929820], Sequence:[-1, 2, 0, 3, 1] 
num:76, lenth:23928.000000, link:[90001819064670, 90001817274581, 90001428964271, 5102720521, 90001293477031], Sequence:[-1, 2, 0, 3, 1] 
num:77, lenth:23603.000000, link:[6380160, 90001815016330, 90001052627791, 90001131212350, 90001822559841], Sequence:[-1, 0, 2, 3, 1] 
num:78, lenth:24548.000000, link:[90001076844541, 90001813696830, 90001859761270, 90001077206320, 90000874341600], Sequence:[-1, 0, 2, 1, 3] 
num:79, lenth:19805.000000, link:[90001812564980, 90001823678900, 90001823106991, 6081838400, 735077010], Sequence:[-1, 2, 0, 1, 3] 
num:80, lenth:25272.000000, link:[90000249010451, 90001211790961, 1089428380, 90000311113461, 90001818340491], Sequence:[-1, 0, 2, 1, 3] 
num:81, lenth:22669.000000, link:[6249201, 90001815414060, 90002042918800, 6178620, 5448721], Sequence:[-1, 0, 2, 1, 3] 
num:82, lenth:18280.000000, link:[90000229097541, 90001077207490, 734997671, 90001817073011, 90000260564820], Sequence:[-1, 0, 2, 1, 3] 
num:83, lenth:20527.000000, link:[90001824114040, 90001830800881, 90000810596860, 196098451, 90000310731900], Sequence:[-1, 0, 2, 3, 1] 
num:84, lenth:28150.000000, link:[1088590141, 5625431, 766487380, 90001824038771, 706100261], Sequence:[-1, 0, 2, 1, 3] 
num:85, lenth:16159.000000, link:[90001197422580, 155942741, 90000857701201, 90000825891910, 6042005141], Sequence:[-1, 0, 2, 3, 1] 
num:86, lenth:20926.000000, link:[90001244531520, 6289300, 90001791930680, 90000000826161, 90001819158830], Sequence:[-1, 0, 2, 3, 1] 
num:87, lenth:17509.000000, link:[5010400, 1009093661, 90001815371660, 90001819565750, 735070471], Sequence:[-1, 2, 0, 3, 1] 
num:88, lenth:23611.000000, link:[1008955290, 800767650, 90001812853090, 90001821072480, 90001693562550], Sequence:[-1, 0, 2, 1, 3] 
num:89, lenth:20537.000000, link:[90001820555030, 90001627407370, 5432831, 499564540, 333168381], Sequence:[-1, 0, 2, 1, 3] 
num:90, lenth:13196.000000, link:[5051834520, 382519121, 4647810, 90001817055730, 90000286042221], Sequence:[-1, 2, 0, 3, 1] 
num:91, lenth:19536.000000, link:[90000258777761, 333173310, 748124181, 90001376375640, 90001814788171], Sequence:[-1, 2, 0, 3, 1] 
num:92, lenth:21124.000000, link:[90001822048131, 433167531, 90000799092920, 90000287584991, 6315611], Sequence:[-1, 2, 0, 3, 1] 
num:93, lenth:29009.000000, link:[735072341, 90001811983790, 6306150, 90001823125320, 4465100], Sequence:[-1, 2, 0, 3, 1] 
num:94, lenth:23091.000000, link:[1090428301, 90001818860501, 6819890, 90000235550350, 90000256420030], Sequence:[-1, 2, 0, 1, 3] 
num:95, lenth:25226.000000, link:[90001814887090, 5718791, 6265600, 90001818223610, 5071852331], Sequence:[-1, 0, 2, 1, 3] 
num:96, lenth:19894.000000, link:[90001801341240, 90001207784760, 333241780, 93177730, 90000327898790], Sequence:[-1, 2, 0, 1, 3] 
num:97, lenth:25800.000000, link:[622375570, 90000255478791, 6725260, 90000997330120, 90001440108421], Sequence:[-1, 0, 2, 1, 3] 
num:98, lenth:20919.000000, link:[90001133803170, 90000286325201, 90000252150930, 90001723993170, 6816881], Sequence:[-1, 0, 2, 1, 3] 
num:99, lenth:23453.000000, link:[90002003775711, 90001211366210, 1090429990, 90001635819491, 90002002350340], Sequence:[-1, 0, 2, 3, 1] 
num:100, lenth:23698.000000, link:[491432950, 90000286391131, 6155531, 6150310, 90001820469221], Sequence:[-1, 2, 0, 3, 1] 
num:101, lenth:22287.000000, link:[6165971, 7008701, 90001820056780, 90001211171390, 90001821006211], Sequence:[-1, 2, 0, 1, 3] 
num:102, lenth:20495.000000, link:[5620091, 5021956641, 5641381, 742668850, 1008901180], Sequence:[-1, 2, 0, 3, 1] 
num:103, lenth:28982.000000, link:[90000000915340, 90001812134240, 90000618367081, 90000847276381, 90001957347910], Sequence:[-1, 0, 2, 3, 1] 
num:104, lenth:22583.000000, link:[1106130070, 1107031620, 90000328953450, 141657030, 538735261], Sequence:[-1, 0, 2, 1, 3] 
num:105, lenth:18719.000000, link:[6163611, 90001815136561, 90002056489491, 90001096692631, 6745370], Sequence:[-1, 0, 2, 1, 3] 
num:106, lenth:15372.000000, link:[90001067914280, 90000255645200, 815189990, 90001428788961, 6042667340], Sequence:[-1, 2, 0, 3, 1] 
num:107, lenth:22786.000000, link:[356361170, 836175520, 90001814791560, 748035730, 90001819725700], Sequence:[-1, 0, 2, 3, 1] 
num:108, lenth:17973.000000, link:[90000286670620, 90000468557140, 90001211092470, 90000841481090, 6041907370], Sequence:[-1, 2, 0, 3, 1] 
num:109, lenth:20946.000000, link:[90000799163740, 90000841908370, 734998281, 4939770, 90001627512310], Sequence:[-1, 2, 0, 3, 1] 
num:110, lenth:22900.000000, link:[90001586479240, 90000842032211, 90000249886861, 6135600, 90000841525891], Sequence:[-1, 0, 2, 1, 3] 
num:111, lenth:22187.000000, link:[155887311, 90000219814211, 90001207995721, 90001818084560, 6314911], Sequence:[-1, 0, 2, 3, 1] 
num:112, lenth:26192.000000, link:[1125052910, 90001877587431, 6790451, 90001812340920, 90000254701630], Sequence:[-1, 2, 0, 1, 3] 
num:113, lenth:20896.000000, link:[90000254475621, 6041984910, 90001669867050, 90000617059130, 90000244578471], Sequence:[-1, 2, 0, 1, 3] 
num:114, lenth:16862.000000, link:[5091789520, 90001294495320, 6234960, 6170760, 625942320], Sequence:[-1, 0, 2, 3, 1] 
num:115, lenth:29737.000000, link:[90001691496090, 90000257423020, 783822850, 90000287327720, 90000310794611], Sequence:[-1, 2, 0, 1, 3] 
num:116, lenth:22050.000000, link:[90001648661400, 90000257237950, 90001818565580, 90001815931110, 90001820397841], Sequence:[-1, 2, 0, 3, 1] 
num:117, lenth:26967.000000, link:[90001378053770, 90000001141891, 6081788221, 90001924107980, 141903471], Sequence:[-1, 0, 2, 1, 3] 
num:118, lenth:19073.000000, link:[90000251855660, 90001942310980, 4647681, 6002760371, 4607110], Sequence:[-1, 0, 2, 1, 3] 
num:119, lenth:28709.000000, link:[90000250113310, 5003890, 90001208614900, 90001130929151, 90001823133351], Sequence:[-1, 0, 2, 3, 1] 
num:120, lenth:26477.000000, link:[6367200, 90001812542081, 90000812766211, 90001817177180, 204655341], Sequence:[-1, 2, 0, 3, 1] 
num:121, lenth:24893.000000, link:[90001434193320, 748039690, 364975801, 141903451, 90001811501151], Sequence:[-1, 2, 0, 1, 3] 
num:122, lenth:23295.000000, link:[1008904380, 90000571496871, 6304711, 90000816187700, 5479170], Sequence:[-1, 0, 2, 3, 1] 
num:123, lenth:19127.000000, link:[1125053090, 5432480, 90000252767101, 90001818186761, 748034371], Sequence:[-1, 0, 2, 1, 3] 
num:124, lenth:17853.000000, link:[5391300, 90000296979271, 433167070, 90001818907971, 4651451], Sequence:[-1, 2, 0, 1, 3] 
num:125, lenth:33186.000000, link:[90001378075940, 90001820885111, 174785401, 90000816693141, 90000257503930], Sequence:[-1, 0, 2, 3, 1] 
num:126, lenth:22079.000000, link:[4047260, 90001816633650, 90000288483111, 90000287792390, 90001714185710], Sequence:[-1, 2, 0, 3, 1] 
num:127, lenth:17334.000000, link:[90001799226950, 735072900, 333171371, 5067101, 90001815771221], Sequence:[-1, 0, 2, 3, 1] 
num:128, lenth:29169.000000, link:[782212851, 132085621, 90000285804370, 382519141, 4988741], Sequence:[-1, 2, 0, 3, 1] 
num:129, lenth:22833.000000, link:[90001823362851, 4980971, 6659120, 90001077270241, 90001822913041], Sequence:[-1, 0, 2, 1, 3] 
num:130, lenth:15936.000000, link:[90000405930670, 6335241, 90001816219911, 6683701, 141655061], Sequence:[-1, 0, 2, 3, 1] 
num:131, lenth:24602.000000, link:[6102024511, 90001439369841, 90001425019650, 90000230080661, 90001813612611], Sequence:[-1, 0, 2, 3, 1] 
num:132, lenth:23691.000000, link:[633450690, 5316371, 1125057120, 320928970, 5093020], Sequence:[-1, 2, 0, 1, 3] 
num:133, lenth:34314.000000, link:[90001820252720, 90001819336521, 90000259626940, 646793400, 5641141], Sequence:[-1, 2, 0, 3, 1] 
num:134, lenth:21403.000000, link:[90000287393140, 5011899151, 438664020, 90000623175481, 446037940], Sequence:[-1, 2, 0, 1, 3] 
num:135, lenth:32429.000000, link:[5082721950, 433171671, 6700040, 6155720, 90001820759611], Sequence:[-1, 0, 2, 3, 1] 
num:136, lenth:19639.000000, link:[90000399714150, 6071754061, 5687801, 90000812740620, 155947791], Sequence:[-1, 0, 2, 1, 3] 
num:137, lenth:26784.000000, link:[90001211906730, 1090428861, 1023255770, 4593991, 427634850], Sequence:[-1, 0, 2, 3, 1] 
num:138, lenth:12208.000000, link:[733995980, 5809641, 538834001, 6760470, 7056231], Sequence:[-1, 2, 0, 1, 3] 
num:139, lenth:11158.000000, link:[90001802412461, 6350091, 1009096680, 90001640503291, 90000228315841], Sequence:[-1, 2, 0, 3, 1] 
num:140, lenth:21194.000000, link:[90001211541280, 5761940, 90001627711010, 90002003213180, 329486110], Sequence:[-1, 0, 2, 1, 3] 
num:141, lenth:13406.000000, link:[1125055230, 783827281, 6204240, 748121620, 90001925171620], Sequence:[-1, 0, 2, 1, 3] 
num:142, lenth:18965.000000, link:[90001818399170, 6357590, 627655051, 5863920, 90001820942600], Sequence:[-1, 0, 2, 1, 3] 
num:143, lenth:29178.000000, link:[90000261035060, 749532250, 4525571, 4515251, 422376120], Sequence:[-1, 2, 0, 3, 1] 
num:144, lenth:23035.000000, link:[90001917232060, 5001792050, 90001946640930, 748038450, 90000229258210], Sequence:[-1, 0, 2, 1, 3] 
num:145, lenth:20645.000000, link:[90000370072380, 90000261095460, 90001819662741, 5417101, 6287091], Sequence:[-1, 2, 0, 1, 3] 
num:146, lenth:13122.000000, link:[333199091, 6234271, 90001227380840, 90001153205741, 333173620], Sequence:[-1, 0, 2, 1, 3] 
num:147, lenth:18932.000000, link:[445959200, 90001822449771, 5482840, 6021902051, 430243361], Sequence:[-1, 2, 0, 3, 1] 
num:148, lenth:28047.000000, link:[90001819442451, 90000584759771, 90001813477291, 622585051, 6269360], Sequence:[-1, 2, 0, 3, 1] 
num:149, lenth:25549.000000, link:[90000971390431, 6645041, 90001144575971, 90000228315160, 90000287846541], Sequence:[-1, 2, 0, 3, 1] 
num:150, lenth:18964.000000, link:[90001817566961, 90001438836320, 6252251, 90000816693021, 90001822999531], Sequence:[-1, 0, 2, 1, 3] 
num:151, lenth:18566.000000, link:[6731790, 90001076940780, 748038031, 4228241, 628925711], Sequence:[-1, 0, 2, 1, 3] 
num:152, lenth:17110.000000, link:[90000262764761, 490889740, 90001155211950, 677419840, 333279140], Sequence:[-1, 0, 2, 1, 3] 
num:153, lenth:27689.000000, link:[90001823266630, 90001821051070, 422364150, 6709751, 90001435009981], Sequence:[-1, 0, 2, 1, 3] 
num:154, lenth:23192.000000, link:[90001814728181, 90001820735101, 6221201, 90000885287150, 1009094331], Sequence:[-1, 2, 0, 1, 3] 
num:155, lenth:19680.000000, link:[735067910, 627653710, 706203081, 490455671, 90001818897601], Sequence:[-1, 0, 2, 3, 1] 
num:156, lenth:22108.000000, link:[782662731, 90001627147530, 6744310, 90000815957240, 90001263059510], Sequence:[-1, 2, 0, 3, 1] 
num:157, lenth:29860.000000, link:[1028753420, 4569620, 90000875330811, 90001177076350, 90000261293261], Sequence:[-1, 2, 0, 3, 1] 
num:158, lenth:21202.000000, link:[153404601, 90001813094901, 90001783222680, 90001823760800, 6799640], Sequence:[-1, 0, 2, 1, 3] 
num:159, lenth:24698.000000, link:[760905410, 5081766810, 90000257103221, 1123762280, 90001429418820], Sequence:[-1, 0, 2, 3, 1] 
num:160, lenth:28106.000000, link:[90001438088811, 90000874262491, 90001817950551, 90001815088391, 132085120], Sequence:[-1, 0, 2, 1, 3] 
num:161, lenth:23106.000000, link:[841004360, 90001823413590, 422364551, 90001724915771, 90000263944351], Sequence:[-1, 2, 0, 3, 1] 
num:162, lenth:31196.000000, link:[90001077187191, 6052090751, 90001428795350, 411721031, 90000256105011], Sequence:[-1, 0, 2, 1, 3] 
num:163, lenth:19178.000000, link:[90001820706620, 90001821322050, 90002026504711, 90001692869400, 90001378429681], Sequence:[-1, 0, 2, 3, 1] 
num:164, lenth:18333.000000, link:[490659981, 5833991, 5718220, 90000175328261, 835200060], Sequence:[-1, 0, 2, 1, 3] 
num:165, lenth:27340.000000, link:[90001783966400, 90000262654831, 90001817047490, 90001821511240, 90001774624990], Sequence:[-1, 2, 0, 1, 3] 
num:166, lenth:22672.000000, link:[90001257791360, 5687181, 711930910, 422363790, 90001820579700], Sequence:[-1, 2, 0, 1, 3] 
num:167, lenth:24428.000000, link:[90000256302220, 90000627995011, 90001626799901, 4654761, 6284351], Sequence:[-1, 2, 0, 1, 3] 
num:168, lenth:21598.000000, link:[6304690, 90000773570431, 90001813540550, 608855561, 5061849190], Sequence:[-1, 0, 2, 3, 1] 
num:169, lenth:21190.000000, link:[1013089691, 90000894896680, 5733110, 90000329092061, 90001153024290], Sequence:[-1, 0, 2, 3, 1] 
num:170, lenth:27939.000000, link:[6379771, 433170741, 748030401, 90000245692951, 90000284852180], Sequence:[-1, 2, 0, 1, 3] 
num:171, lenth:20936.000000, link:[90001433236790, 4898710, 3939840, 446038590, 5002228291], Sequence:[-1, 0, 2, 1, 3] 
num:172, lenth:31494.000000, link:[90001823815100, 6339070, 90001431838370, 6162920, 90001723249051], Sequence:[-1, 2, 0, 1, 3] 
num:173, lenth:22889.000000, link:[6935160, 6716821, 735177510, 6170820, 90001818969230], Sequence:[-1, 2, 0, 1, 3] 
num:174, lenth:23191.000000, link:[90001817865490, 90001923560790, 669946210, 333167180, 90001821741780], Sequence:[-1, 0, 2, 1, 3] 
num:175, lenth:17570.000000, link:[90000259325691, 446039611, 90001822505851, 90000688567950, 622585150], Sequence:[-1, 0, 2, 1, 3] 
num:176, lenth:21963.000000, link:[3665700, 90001822082270, 90001814398970, 4561660, 5447920], Sequence:[-1, 0, 2, 3, 1] 
num:177, lenth:19136.000000, link:[90001811679510, 4569161, 90001691241411, 90000312481690, 90000257495171], Sequence:[-1, 2, 0, 3, 1] 
num:178, lenth:16457.000000, link:[6864170, 302527511, 90000399811801, 90001242653840, 90001817211761], Sequence:[-1, 2, 0, 3, 1] 
num:179, lenth:15550.000000, link:[5017479740, 6378561, 6189211, 90001438324961, 6863751], Sequence:[-1, 0, 2, 3, 1] 
num:180, lenth:18240.000000, link:[195711330, 446039210, 6091823251, 90001815779220, 90001693159691], Sequence:[-1, 0, 2, 1, 3] 
num:181, lenth:19629.000000, link:[6072067150, 5086240, 90001822847010, 90000996277300, 6319871], Sequence:[-1, 0, 2, 1, 3] 
num:182, lenth:20550.000000, link:[90001822775071, 6771510, 1107150130, 4414420, 782216281], Sequence:[-1, 0, 2, 3, 1] 
num:183, lenth:18341.000000, link:[6863990, 6360370, 90000258769170, 90001819779111, 6330721], Sequence:[-1, 2, 0, 1, 3] 
num:184, lenth:26589.000000, link:[90002025552531, 5462411, 6790460, 90000249269981, 735071031], Sequence:[-1, 2, 0, 3, 1] 
num:185, lenth:23271.000000, link:[1088590201, 6313760, 90001820005831, 90000327984010, 446036430], Sequence:[-1, 0, 2, 1, 3] 
num:186, lenth:12319.000000, link:[5452811, 90001818601201, 90001918334601, 622377960, 90000252901741], Sequence:[-1, 2, 0, 1, 3] 
num:187, lenth:26535.000000, link:[90000311832201, 90001820719000, 6684820, 4434961, 6917020], Sequence:[-1, 0, 2, 3, 1] 
num:188, lenth:24294.000000, link:[90000248856490, 90000288163980, 836174941, 1009093580, 90001247140551], Sequence:[-1, 2, 0, 3, 1] 
num:189, lenth:30006.000000, link:[6344911, 415753381, 881975710, 90000815834620, 869283081], Sequence:[-1, 2, 0, 3, 1] 
num:190, lenth:32638.000000, link:[90000401196901, 90001429230060, 90001777342160, 4194831, 6287091], Sequence:[-1, 0, 2, 1, 3] 
num:191, lenth:18662.000000, link:[135276371, 1089423601, 7085921, 90001178594450, 90001648499470], Sequence:[-1, 0, 2, 1, 3] 
num:192, lenth:25542.000000, link:[90000841525850, 90001818305511, 5687801, 90000258568560, 90001823266710], Sequence:[-1, 2, 0, 3, 1] 
num:193, lenth:22308.000000, link:[5202050820, 90001854420541, 175337741, 5001859880, 140954721], Sequence:[-1, 0, 2, 1, 3] 
num:194, lenth:23814.000000, link:[4017871, 4414200, 90000250114560, 90001816133000, 356361310], Sequence:[-1, 2, 0, 1, 3] 
num:195, lenth:16409.000000, link:[90001821105721, 90001813827371, 657089721, 333170810, 433234970], Sequence:[-1, 2, 0, 1, 3] 
num:196, lenth:21805.000000, link:[815188630, 6360961, 320929880, 3665690, 6119941], Sequence:[-1, 0, 2, 3, 1] 
num:197, lenth:22689.000000, link:[3985690, 331424930, 90001329340970, 1125056710, 1106624841], Sequence:[-1, 2, 0, 3, 1] 
num:198, lenth:24613.000000, link:[90000312952440, 6304750, 90000219730980, 300759011, 90000258872761], Sequence:[-1, 2, 0, 3, 1] 
num:199, lenth:25328.000000, link:[331426281, 90000256153450, 7205190, 90000260481830, 90001819354661], Sequence:[-1, 2, 0, 1, 3] 
num:200, lenth:16619.000000, link:[90001276381351, 1090430761, 90001817856571, 90000262848100, 445959321], Sequence:[-1, 2, 0, 3, 1] 
